iter	Logloss
0	0.5951886719
1	0.5261501953
2	0.4667089844
3	0.4226550781
4	0.3644666504
5	0.3218094727
6	0.293404834
7	0.259500415
8	0.2379498779
9	0.2176509766
10	0.1979487305
11	0.1794355225
12	0.1638028809
13	0.1497893311
14	0.1331004395
15	0.1247210449
16	0.1174678467
17	0.1063944336
18	0.09757842407
19	0.09114645996
20	0.08537863159
21	0.08042427979
22	0.07406071167
23	0.06894868164
24	0.06444057007
25	0.059922229
26	0.0558088501
27	0.05337756348
28	0.05097088013
29	0.049012323
30	0.04628754272
31	0.04437037964
32	0.04276568604
33	0.04056008911
34	0.03884664612
35	0.0376079834
36	0.03614553223
37	0.03453875122
38	0.03321807556
39	0.0322013916
40	0.03094584351
41	0.02992581177
42	0.02902696533
43	0.02787464294
44	0.02669248352
45	0.02541210022
46	0.02467124481
47	0.02365036316
48	0.02307304993
49	0.02214574585
50	0.02202955017
51	0.0216616806
52	0.02076317139
53	0.02028442078
54	0.01985751648
55	0.0192341507
56	0.01862715759
57	0.01802413025
58	0.01750151367
59	0.01723277588
60	0.0171257019
61	0.01661471252
62	0.01654364014
63	0.01602497253
64	0.01572377777
65	0.01523716278
66	0.01516939087
67	0.01505343018
68	0.01498467102
69	0.01492769775
70	0.01474745178
71	0.01449632263
72	0.01434145966
73	0.0141088501
74	0.01397927246
75	0.01347525177
76	0.01297767639
77	0.01266642151
78	0.01242021942
79	0.01219154663
80	0.01212129974
81	0.01194590378
82	0.01190560303
83	0.01160962067
84	0.01155992203
85	0.01135747223
86	0.01115550919
87	0.01098701019
88	0.01073106232
89	0.01054919739
90	0.0105022789
91	0.01031776581
92	0.01027713547
93	0.01015631943
94	0.009924275208
95	0.009735142517
96	0.009496405029
97	0.00933123703
98	0.009137644958
99	0.009022338104
100	0.008805052185
101	0.008726379395
102	0.008593928528
103	0.008489852905
104	0.008457077026
105	0.008330750275
106	0.008130763245
107	0.008010507202
108	0.007947272491
109	0.007839884949
110	0.007724946594
111	0.007700090027
112	0.007584524536
113	0.007483950806
114	0.007457849121
115	0.007384822845
116	0.00731648941
117	0.007299492645
118	0.007226148224
119	0.007162898254
120	0.007055802155
121	0.006894431305
122	0.006773871613
123	0.006754093933
124	0.006734700012
125	0.006719145203
126	0.006588145447
127	0.006542230225
128	0.006528199768
129	0.006510731506
130	0.006497410583
131	0.006486398315
132	0.006396841431
133	0.006386642456
134	0.006377276611
135	0.006252370071
136	0.006167575455
137	0.006120737839
138	0.00611044693
139	0.006101476288
140	0.006040427399
141	0.006030738831
142	0.005967372131
143	0.005959138489
144	0.00590389328
145	0.005880357742
146	0.005872420502
147	0.005864967728
148	0.005857616806
149	0.00585389328
150	0.005847001648
151	0.005840694427
152	0.005836639786
153	0.005836538696
154	0.005836503601
155	0.005836487579
156	0.005836468506
157	0.005836467361
158	0.005831495667
159	0.005827072525
160	0.005826961517
161	0.005824145126
162	0.005823920059
163	0.005823880005
164	0.005823624039
165	0.005823561478
166	0.005823530197
167	0.005823474121
168	0.005823474121
169	0.005823434448
170	0.005750096893
171	0.005750114059
172	0.005749917603
173	0.005749952316
174	0.005749893951
175	0.005749654388
176	0.005749654388
177	0.005749623871
178	0.005749623871
179	0.005749544144
180	0.005749494171
181	0.00567967453
182	0.005679691315
183	0.005679639053
184	0.005679408264
185	0.005679452133
186	0.005679455185
187	0.005679455185
188	0.005679386139
189	0.005678873825
190	0.00567870636
191	0.005678598785
192	0.005678573608
193	0.005678439713
194	0.005678458405
195	0.005678416443
196	0.005678392029
197	0.00567818985
198	0.005678201675
199	0.005678182983
200	0.005678207016
201	0.005678071976
202	0.005678020096
203	0.005678018188
204	0.005673888016
205	0.005673836517
206	0.005673834229
207	0.005673606491
208	0.005673626709
209	0.005673623657
210	0.005673733521
211	0.005673641205
212	0.005673633194
213	0.005673655319
214	0.005673651123
215	0.005673597717
216	0.005670347595
217	0.005670330811
218	0.005670269775
219	0.0056702034
220	0.005670204926
221	0.00567016449
222	0.005670169067
223	0.005670176697
224	0.005670124435
225	0.005666405869
226	0.005666432571
227	0.005666413116
228	0.005666413116
229	0.005666414642
230	0.005666437149
231	0.005666408539
232	0.005666408539
233	0.005666329956
234	0.005666312408
235	0.005666312408
236	0.005666317749
237	0.005666277695
238	0.005666230011
239	0.005666292572
240	0.005666254425
241	0.005666202164
242	0.005666075516
243	0.005666158295
244	0.005666043854
245	0.005666064453
246	0.005665993881
247	0.005665975189
248	0.005665977859
249	0.005665954971
250	0.005665954971
251	0.005665982819
252	0.005665954208
253	0.005665969086
254	0.005665978622
255	0.005665988159
256	0.005666034698
257	0.00566600647
258	0.005666017914
259	0.005665085602
260	0.005663776779
261	0.005663742828
262	0.00566381073
263	0.005663742065
264	0.005663713074
265	0.005663709259
266	0.005663708115
267	0.005663739777
268	0.005663742065
269	0.005663742065
270	0.005663733673
271	0.005663773346
272	0.005663659286
273	0.005663605881
274	0.005663635635
275	0.005663430786
276	0.005663427734
277	0.00566344223
278	0.00566344223
279	0.005663354492
280	0.005663419342
281	0.005663383484
282	0.005663395309
283	0.005663422394
284	0.005663442993
285	0.005663344574
286	0.005663353729
287	0.005663378906
288	0.005663290405
289	0.005663298798
290	0.00566328392
291	0.005663288116
292	0.00566324501
293	0.005663214111
294	0.005663099289
295	0.005663128662
296	0.005663102722
297	0.005663101959
298	0.005662960815
299	0.005662952423
